n_clusters,max_features,min_df,max_df,merge_small,min_cluster_size,n_clusters_final,silhouette
60,7000,10,0.25,True,25,49,0.026453463766390534
65,10000,2,0.15,True,15,63,0.026450422963224696
60,7000,5,0.11,True,25,54,0.02645036287025339
75,10000,2,0.2,True,20,62,0.026442330104532636
80,10000,7,0.3,True,20,64,0.026439981571500206
60,10000,5,0.11,True,20,56,0.02643960245547129
70,5000,10,0.3,True,25,52,0.026433169589999653
70,10000,10,0.3,True,25,52,0.026433169589999653
70,7000,10,0.3,True,25,52,0.026433169589999653
55,7000,10,0.11,True,20,49,0.02643153772293626
55,5000,10,0.11,True,20,49,0.02643153772293626
55,10000,10,0.11,True,20,49,0.02643153772293626
55,7000,7,0.15,True,20,51,0.026431329179973408
70,7000,10,0.15,True,30,50,0.02641785276966542
70,10000,10,0.15,True,30,50,0.02641785276966542
70,5000,10,0.15,True,30,50,0.02641785276966542
75,5000,2,0.11,True,25,53,0.02640797919531355
90,5000,10,0.11,True,25,58,0.02640624881449156
90,10000,10,0.11,True,25,58,0.02640624881449156
90,7000,10,0.11,True,25,58,0.02640624881449156
55,7000,7,0.2,True,15,53,0.02640049580283882
95,10000,2,0.11,True,15,80,0.026393747444792406
55,7000,5,0.15,True,15,52,0.026381484788409522
75,5000,2,0.2,True,25,53,0.02635568039926733
65,7000,2,0.2,True,15,58,0.02634952997512239
60,7000,7,0.11,True,25,52,0.026339186547015232
60,7000,2,0.15,True,20,54,0.026333659318174177
55,7000,7,0.2,True,20,52,0.026323591944445536
55,7000,7,0.2,True,25,52,0.026323591944445536
75,7000,10,0.11,True,25,53,0.026321895157544004
75,5000,10,0.11,True,25,53,0.026321895157544004
75,10000,10,0.11,True,25,53,0.026321895157544004
60,10000,5,0.11,True,15,58,0.02631860729879046
80,7000,7,0.25,True,20,64,0.026317881510925314
60,7000,7,0.15,True,15,57,0.026317175554452704
90,5000,5,0.2,True,25,51,0.026310622813050848
55,10000,7,0.11,True,15,53,0.026299188470082373
55,7000,5,0.3,True,25,49,0.026298908415374366
55,5000,7,0.25,True,30,46,0.026285469609710073
95,7000,2,0.3,True,20,66,0.02628532032864779
95,7000,7,0.15,True,20,70,0.026277375563771143
95,7000,7,0.2,True,20,66,0.026265683061561546
65,10000,7,0.3,True,20,55,0.02625985168115486
60,10000,5,0.3,True,20,55,0.026259831839149938
55,10000,7,0.15,True,20,49,0.026258957103270385
75,5000,10,0.2,True,25,58,0.02625069389083522
75,10000,10,0.2,True,25,58,0.02625069389083522
75,7000,10,0.2,True,25,58,0.02625069389083522
65,10000,2,0.11,True,15,60,0.026245256343977553
95,7000,5,0.15,True,20,66,0.02622476791874405
55,5000,10,0.15,True,25,48,0.026189057776302774
55,7000,10,0.15,True,25,48,0.026189057776302774
55,10000,10,0.15,True,25,48,0.026189057776302774
55,5000,10,0.11,True,25,48,0.026189009207058207
55,7000,10,0.11,True,25,48,0.026189009207058207
55,10000,10,0.11,True,25,48,0.026189009207058207
60,7000,2,0.3,True,25,52,0.026169355540789425
75,7000,2,0.15,True,20,57,0.026157149522334878
80,10000,7,0.11,True,20,62,0.026151325348627366
100,7000,2,0.15,True,20,68,0.026144699175851414
55,7000,2,0.3,True,20,53,0.02613996237977155
60,5000,10,0.11,True,30,45,0.026123170051744464
60,10000,10,0.11,True,30,45,0.026123170051744464
60,7000,10,0.11,True,30,45,0.026123170051744464
60,10000,7,0.15,True,20,52,0.0261228296260165
80,10000,2,0.25,True,20,61,0.026122141584545976
80,5000,2,0.3,True,25,56,0.026113529642603654
75,7000,5,0.2,True,25,60,0.026102807340134745
65,10000,2,0.3,True,15,60,0.026081496730132256
55,5000,2,0.11,True,20,46,0.0260761096431179
80,10000,10,0.11,True,25,54,0.026073342309726428
80,7000,10,0.11,True,25,54,0.026073342309726428
80,5000,10,0.11,True,25,54,0.026073342309726428
60,5000,5,0.3,True,30,50,0.026067199857599456
90,5000,10,0.3,True,25,58,0.02606291717277897
90,10000,10,0.3,True,25,58,0.02606291717277897
90,7000,10,0.3,True,25,58,0.02606291717277897
95,10000,5,0.3,True,15,83,0.026047477961370406
60,5000,7,0.15,True,30,45,0.026044932156162826
60,10000,10,0.2,True,30,45,0.02603698361129054
60,7000,10,0.2,True,30,45,0.02603698361129054
60,5000,10,0.2,True,30,45,0.02603698361129054
55,5000,2,0.25,True,25,46,0.026036899702161994
60,5000,2,0.15,True,25,50,0.0260230279088735
70,10000,7,0.25,True,20,59,0.026022153132138112
80,7000,5,0.3,True,20,62,0.02601383307264281
65,10000,5,0.15,True,20,58,0.026012203413398712
60,10000,5,0.2,True,15,56,0.026000018876819575
70,5000,5,0.2,True,30,48,0.025999280569076716
60,5000,7,0.11,True,30,45,0.02599680424625269
55,7000,7,0.15,True,25,49,0.025994954248938506
100,10000,7,0.11,True,20,71,0.025991129431921545
75,7000,5,0.25,True,25,58,0.025983730687837145
55,7000,7,0.25,True,30,45,0.025977146671417005
80,5000,7,0.2,True,25,54,0.025973553466146316
60,7000,7,0.2,True,25,51,0.02596764287943281
100,7000,5,0.2,True,20,71,0.025965295976882144
90,10000,5,0.25,True,20,68,0.025961380964734274
65,7000,7,0.2,True,25,53,0.025961188909679772
70,7000,7,0.3,True,25,55,0.02595600342174983
100,5000,2,0.2,True,25,55,0.025945714442982173
70,5000,7,0.15,True,25,53,0.025945458254832857
95,10000,2,0.2,True,20,69,0.025945095783065097
55,5000,5,0.15,True,30,44,0.02594056923003276
100,7000,7,0.3,True,20,70,0.025937109397145185
55,10000,7,0.11,True,20,52,0.025934467803122408
65,5000,5,0.25,True,30,46,0.025930815186507295
55,7000,2,0.11,True,15,52,0.02592307765151638
95,7000,7,0.3,True,20,64,0.025920638047736515
55,5000,2,0.15,True,30,47,0.025919149924474034
55,5000,7,0.15,True,25,48,0.02591644517816681
55,7000,2,0.2,True,25,45,0.025908731372696003
90,5000,2,0.11,True,25,54,0.025894116012731064
70,7000,5,0.3,True,25,59,0.025886842171442957
60,7000,2,0.15,True,25,52,0.02587859365408189
70,10000,2,0.2,True,15,63,0.025872950227898348
100,5000,7,0.11,True,20,65,0.02586120931066761
60,10000,5,0.15,True,15,57,0.025860566297193813
100,7000,2,0.2,True,20,70,0.02585660467321893
70,10000,5,0.15,True,15,65,0.025855708642545
90,10000,2,0.11,True,20,68,0.025851445786056346
100,5000,5,0.11,True,20,64,0.02580855579179219
70,10000,2,0.3,True,20,61,0.025786471169306668
60,5000,5,0.25,True,25,47,0.02578434037446675
65,7000,5,0.11,True,25,52,0.0257742346872938
70,7000,2,0.3,True,25,55,0.025770485134756292
75,5000,5,0.15,True,25,52,0.025768331781281743
60,7000,5,0.15,True,25,52,0.02576508325171429
100,7000,5,0.15,True,20,69,0.025742795869974466
65,10000,5,0.2,True,15,61,0.02574059370585304
95,5000,7,0.3,True,20,66,0.025740488191167966
55,10000,5,0.2,True,20,49,0.025740252990016973
95,7000,2,0.25,True,20,72,0.025740150268744325
95,10000,7,0.15,True,20,69,0.02573713311485705
75,7000,5,0.11,True,25,58,0.0257363689801444
65,7000,2,0.2,True,20,56,0.02573377746862488
75,7000,7,0.3,True,25,56,0.025732847307072246
90,7000,5,0.15,True,20,64,0.02572260153147864
60,7000,5,0.2,True,15,56,0.025713596998777986
60,5000,2,0.15,True,30,47,0.025706725219053223
60,10000,2,0.25,True,15,58,0.02570318444281177
60,10000,7,0.11,True,20,53,0.025690649925606508
80,7000,5,0.11,True,25,58,0.025683125880664015
65,10000,5,0.11,True,20,58,0.02568154948281761
100,10000,2,0.11,True,20,69,0.02566519780037981
80,5000,5,0.25,True,25,52,0.025638346625189757
60,7000,2,0.2,True,25,52,0.025637605890622788
70,5000,5,0.11,True,25,51,0.025635341844072027
100,10000,7,0.2,True,20,68,0.025628937581112038
55,10000,10,0.25,True,30,45,0.025626698594464262
55,5000,10,0.25,True,30,45,0.025626698594464262
55,7000,10,0.25,True,30,45,0.025626698594464262
65,10000,2,0.11,True,20,56,0.025624963681670138
80,5000,5,0.11,True,25,55,0.02562051030540932
65,5000,7,0.3,True,30,44,0.025610716326591804
55,7000,7,0.3,True,25,48,0.02561038695719819
65,10000,5,0.25,True,20,57,0.025602539557005734
75,7000,2,0.25,True,25,58,0.025599817938798085
75,7000,7,0.11,True,25,55,0.025598646648109503
90,5000,7,0.15,True,25,55,0.02559348311746273
55,5000,2,0.2,True,30,43,0.025589940634428904
80,10000,5,0.15,True,15,66,0.025581728329993215
70,5000,5,0.25,True,30,48,0.025565012547165113
65,5000,10,0.11,True,30,46,0.025552066084598944
65,10000,10,0.11,True,30,46,0.025552066084598944
65,7000,10,0.11,True,30,46,0.025552066084598944
55,10000,5,0.25,True,15,53,0.025541691929980938
80,5000,7,0.3,True,25,52,0.025533241140082503
65,5000,2,0.2,True,25,50,0.025529003664984753
75,10000,2,0.15,True,20,62,0.025524513882762993
70,10000,7,0.25,True,25,55,0.025523447155575148
60,10000,2,0.11,True,15,56,0.025507672483006647
60,7000,7,0.25,True,25,47,0.025488011335617632
65,7000,7,0.3,True,25,54,0.025475209945521837
70,10000,5,0.25,True,15,65,0.02547071561250008
65,5000,7,0.25,True,30,47,0.025466682075654876
65,7000,10,0.15,True,30,47,0.02545165720285454
65,10000,10,0.15,True,30,47,0.02545165720285454
65,5000,10,0.15,True,30,47,0.02545165720285454
65,7000,2,0.3,True,20,56,0.025449440695748417
70,5000,2,0.25,True,25,54,0.025437503642540757
55,5000,2,0.11,True,25,45,0.02543238981210783
90,10000,5,0.3,True,20,68,0.025419668948835596
55,7000,2,0.15,True,15,53,0.025416458233828175
60,7000,7,0.15,True,20,55,0.025409756896741287
70,7000,2,0.11,True,25,54,0.025403362750342825
60,7000,2,0.25,True,25,50,0.02540024684402967
65,7000,5,0.3,True,25,53,0.025399498587971494
80,7000,7,0.11,True,25,55,0.025386486825903165
55,7000,2,0.11,True,20,50,0.025379484042178883
70,10000,2,0.11,True,20,59,0.025378433123655418
75,10000,5,0.3,True,25,56,0.02537457926252787
75,5000,2,0.15,True,25,56,0.02537269867374687
55,7000,7,0.11,True,30,48,0.025361124779942602
60,5000,2,0.3,True,30,45,0.02535475234833837
75,5000,5,0.3,True,30,50,0.025352466045590594
80,7000,7,0.25,True,25,56,0.02534599345121559
70,7000,5,0.2,True,25,54,0.025340246667265916
55,5000,7,0.2,True,30,43,0.025317011356735496
65,5000,2,0.25,True,30,48,0.025308243672497305
55,7000,5,0.11,True,25,47,0.02530659851590842
70,10000,5,0.11,True,20,63,0.025305625964350233
55,7000,5,0.25,True,20,51,0.025273980931521018
90,10000,2,0.3,True,20,67,0.025272572577129223
75,5000,7,0.2,True,25,52,0.025268227859555972
55,5000,7,0.3,True,30,45,0.025239060451374664
60,10000,2,0.25,True,20,57,0.025220507020209244
80,7000,5,0.15,True,25,54,0.025185799763596
90,10000,5,0.2,True,20,70,0.0251716138372013
75,10000,2,0.11,True,20,61,0.025168071686347885
90,10000,2,0.25,True,20,69,0.025153445014053286
65,10000,5,0.3,True,20,57,0.02513483826266736
65,10000,2,0.25,True,20,59,0.025128524123353584
55,7000,7,0.3,True,30,46,0.02510872512082429
65,7000,5,0.2,True,25,50,0.0251025660342515
55,10000,2,0.25,True,20,52,0.025097483356118087
60,5000,7,0.3,True,30,47,0.02508854549967794
55,10000,10,0.11,True,30,45,0.025085151263414214
55,7000,10,0.11,True,30,45,0.025085151263414214
55,5000,10,0.11,True,30,45,0.025085151263414214
80,7000,2,0.2,True,25,59,0.02508187517849618
90,10000,2,0.15,True,20,67,0.025080585905057844
70,5000,2,0.3,True,30,44,0.025069776947079566
55,10000,5,0.15,True,15,50,0.025039499701071354
95,7000,2,0.15,True,20,64,0.025037795000723298
90,5000,10,0.2,True,25,58,0.025029566412041807
90,10000,10,0.2,True,25,58,0.025029566412041807
90,7000,10,0.2,True,25,58,0.025029566412041807
55,7000,2,0.25,True,30,45,0.025019939735705737
55,7000,2,0.11,True,25,47,0.025013392030120287
100,10000,2,0.2,True,20,69,0.024986310772323456
55,7000,5,0.2,True,30,46,0.024981268859743295
55,10000,2,0.11,True,15,52,0.024981150045653665
55,5000,7,0.15,True,30,45,0.02498095528728749
75,5000,5,0.25,True,25,53,0.024972676277253796
75,10000,5,0.2,True,20,62,0.024972658490358624
65,7000,2,0.15,True,25,51,0.02497067270661474
70,7000,2,0.15,True,25,54,0.02495895660205612
90,7000,2,0.2,True,20,61,0.02495613333196824
80,5000,7,0.15,True,25,54,0.024953537417877418
80,10000,5,0.25,True,20,65,0.02493618152837718
70,10000,5,0.2,True,15,63,0.024934038423426716
60,10000,2,0.25,True,25,55,0.02493181334005041
55,10000,5,0.15,True,20,49,0.024927700778666306
65,10000,7,0.3,True,25,50,0.024925216658194378
75,7000,5,0.15,True,25,53,0.024907198958966672
65,5000,2,0.15,True,25,47,0.024905709412581543
55,5000,2,0.3,True,30,44,0.02490514861215111
95,10000,7,0.3,True,20,67,0.024897235187084647
60,10000,7,0.15,True,25,48,0.024896224384602043
100,5000,7,0.15,True,25,55,0.024886740473900392
70,5000,2,0.15,True,25,51,0.024883596618959655
60,7000,5,0.3,True,20,51,0.024869095578149945
55,10000,2,0.25,True,15,53,0.024865854115892545
75,10000,10,0.3,True,25,51,0.024858755813233276
75,5000,10,0.3,True,25,51,0.024858755813233276
75,7000,10,0.3,True,25,51,0.024858755813233276
55,5000,2,0.25,True,30,43,0.024847576502151688
60,5000,7,0.2,True,30,46,0.02484473817181643
95,7000,2,0.11,True,20,67,0.024843024496061825
60,7000,5,0.3,True,25,49,0.024834920474095634
80,7000,2,0.25,True,25,57,0.024818765250796765
60,5000,7,0.25,True,30,44,0.02480627551561705
90,5000,7,0.3,True,25,53,0.024803685190024037
65,7000,2,0.2,True,25,51,0.024792880022288015
70,5000,2,0.11,True,30,47,0.024785945326899046
60,7000,2,0.11,True,30,48,0.024780952462202178
65,5000,5,0.2,True,30,44,0.024780376518012025
75,7000,2,0.15,True,25,52,0.024752179081607175
95,5000,2,0.25,True,25,53,0.02474987684242541
55,5000,10,0.3,True,30,43,0.02473885582016301
55,7000,10,0.3,True,30,43,0.02473885582016301
55,10000,10,0.3,True,30,43,0.02473885582016301
55,7000,5,0.25,True,25,49,0.024732677690826186
75,7000,5,0.3,True,25,53,0.024710876657198712
100,5000,5,0.25,True,25,51,0.024701250630964577
60,7000,2,0.11,True,25,53,0.024694229692967175
90,5000,5,0.3,True,25,55,0.024693523792577714
90,10000,10,0.15,True,25,52,0.024680674510875387
90,7000,10,0.15,True,25,52,0.024680674510875387
90,5000,10,0.15,True,25,52,0.024680674510875387
70,7000,7,0.2,True,25,53,0.024675462425273166
60,10000,5,0.3,True,25,52,0.0246700216913755
95,10000,7,0.2,True,20,69,0.02466689221739709
75,5000,7,0.25,True,25,51,0.024664977831395617
55,5000,7,0.11,True,30,41,0.024659211814465266
55,10000,5,0.3,True,20,49,0.02465905120444006
55,5000,10,0.2,True,30,41,0.024645440132862226
55,7000,10,0.2,True,30,41,0.024645440132862226
55,10000,10,0.2,True,30,41,0.024645440132862226
70,7000,7,0.15,True,20,57,0.024645151596804606
65,10000,7,0.11,True,20,54,0.02464108222677914
70,5000,5,0.15,True,30,48,0.02463881633673227
80,5000,2,0.25,True,25,54,0.02463452597833465
65,10000,7,0.2,True,20,57,0.0246284166452274
75,10000,7,0.2,True,25,53,0.02461279334780394
80,10000,5,0.11,True,15,68,0.024608316144668782
65,7000,5,0.25,True,25,53,0.024604955591371
65,5000,2,0.15,True,30,45,0.024600258726128525
70,10000,5,0.2,True,20,62,0.024599077227810615
90,5000,7,0.25,True,25,56,0.02459747999698917
70,7000,10,0.2,True,30,43,0.02459580783039321
70,5000,10,0.2,True,30,43,0.02459580783039321
70,10000,10,0.2,True,30,43,0.02459580783039321
80,10000,2,0.15,True,20,63,0.02457849384970538
60,7000,7,0.15,True,25,51,0.024578265086192617
55,7000,2,0.2,True,30,43,0.024572023463173127
55,7000,5,0.15,True,25,48,0.02456475272065652
100,10000,5,0.2,True,20,70,0.02454452019891103
95,5000,7,0.2,True,25,52,0.024543002617430695
55,7000,2,0.15,True,20,51,0.024539525344328114
95,5000,2,0.2,True,25,57,0.02453766418303334
65,7000,10,0.25,True,30,46,0.024535939698023364
65,5000,10,0.25,True,30,46,0.024535939698023364
65,10000,10,0.25,True,30,46,0.024535939698023364
80,10000,5,0.15,True,20,62,0.024497091341963078
70,10000,2,0.2,True,20,58,0.02449017479358872
100,7000,7,0.2,True,20,66,0.024489348513782178
75,7000,7,0.25,True,25,54,0.024489100688963376
75,5000,2,0.25,True,30,46,0.02448784258310428
75,5000,5,0.11,True,25,52,0.024486484625838002
65,5000,2,0.3,True,30,42,0.024482485952708216
55,10000,5,0.11,True,15,52,0.024474871109583907
55,10000,2,0.15,True,15,51,0.024474811460823722
75,10000,5,0.15,True,20,58,0.024444113024180706
65,10000,7,0.25,True,25,53,0.024438611048528746
60,10000,10,0.3,True,30,43,0.024432393105485225
60,5000,10,0.3,True,30,43,0.024432393105485225
60,7000,10,0.3,True,30,43,0.024432393105485225
80,10000,7,0.25,True,20,58,0.024415222718542934
90,5000,7,0.2,True,25,53,0.024410588041929648
95,10000,2,0.15,True,20,69,0.02440478005942084
65,5000,7,0.2,True,30,45,0.024395545204508047
75,5000,10,0.15,True,25,50,0.024386369347390056
75,7000,10,0.15,True,25,50,0.024386369347390056
75,10000,10,0.15,True,25,50,0.024386369347390056
65,10000,2,0.2,True,20,56,0.024376340084610745
65,5000,2,0.2,True,30,47,0.024376159908616565
60,10000,5,0.25,True,25,53,0.024367613045103646
60,7000,5,0.11,True,30,45,0.024340140716365914
55,10000,7,0.2,True,25,49,0.024337652625384447
95,5000,7,0.11,True,25,51,0.02432939930873716
60,10000,2,0.2,True,20,54,0.02432685344235199
70,7000,2,0.2,True,20,55,0.024318175319046953
80,7000,2,0.15,True,25,57,0.024317438542911744
70,10000,2,0.15,True,15,64,0.024314106003194762
70,10000,5,0.25,True,20,60,0.024308726181728867
60,7000,10,0.25,True,30,42,0.02429947683024312
60,10000,10,0.25,True,30,42,0.02429947683024312
60,5000,10,0.25,True,30,42,0.02429947683024312
70,7000,5,0.15,True,25,52,0.024287776577978534
90,10000,5,0.15,True,20,66,0.024278851047607533
70,5000,10,0.25,True,30,46,0.02427424592185957
70,10000,10,0.25,True,30,46,0.02427424592185957
70,7000,10,0.25,True,30,46,0.02427424592185957
80,5000,5,0.3,True,25,55,0.024269285995086876
65,10000,5,0.2,True,20,57,0.024263778448320825
100,10000,7,0.3,True,20,69,0.024254001739954362
60,7000,5,0.15,True,30,49,0.024253043164169638
80,7000,2,0.11,True,25,59,0.024243748618881827
90,5000,7,0.11,True,25,56,0.024236791340332884
60,10000,5,0.15,True,20,55,0.024235067473544335
90,5000,10,0.25,True,25,52,0.024234038596424444
90,10000,10,0.25,True,25,52,0.024234038596424444
90,7000,10,0.25,True,25,52,0.024234038596424444
55,7000,5,0.3,True,30,45,0.02419339955458131
60,10000,5,0.2,True,20,50,0.024179925491206847
55,10000,2,0.3,True,15,51,0.0241798804472356
75,10000,5,0.11,True,20,64,0.02417930269106214
75,7000,2,0.2,True,25,53,0.02410956875177737
60,10000,5,0.11,True,25,52,0.024104459406961588
95,10000,7,0.11,True,20,64,0.024093359227304743
70,10000,7,0.11,True,25,51,0.024092037103691143
95,10000,5,0.15,True,20,67,0.024087856968743396
60,5000,5,0.25,True,30,41,0.024078512403789373
55,10000,7,0.3,True,20,50,0.02405827882488537
55,7000,5,0.11,True,30,45,0.024040072839168765
65,7000,2,0.11,True,25,49,0.024030489784548758
95,5000,5,0.15,True,25,52,0.024030071954766245
65,10000,7,0.2,True,25,52,0.02401204990347412
55,10000,7,0.2,True,30,46,0.024005146416005724
95,7000,10,0.11,True,25,57,0.023974174959205015
95,10000,10,0.11,True,25,57,0.023974174959205015
95,5000,10,0.11,True,25,57,0.023974174959205015
55,10000,2,0.3,True,20,50,0.02396640778704954
95,7000,2,0.3,True,25,54,0.023964095140663774
80,10000,7,0.15,True,25,61,0.023952774693189637
80,7000,2,0.3,True,25,55,0.02394636874950584
90,7000,2,0.25,True,25,58,0.023940770757908934
90,5000,5,0.15,True,25,54,0.02393779972152768
80,7000,5,0.2,True,30,53,0.02393489119282084
55,10000,5,0.11,True,20,51,0.02393431793953181
60,10000,2,0.11,True,20,53,0.02392795913809696
55,7000,7,0.15,True,30,44,0.023926606858988505
90,5000,5,0.11,True,25,53,0.023923601918238127
100,10000,10,0.25,True,25,48,0.02392123879808027
100,5000,10,0.25,True,25,48,0.02392123879808027
100,7000,10,0.25,True,25,48,0.02392123879808027
100,5000,5,0.3,True,25,52,0.023909183597896302
75,5000,7,0.15,True,30,45,0.02390180538332168
55,7000,2,0.15,True,25,49,0.0238930639355818
70,5000,7,0.3,True,25,52,0.02388020616858584
90,7000,5,0.2,True,25,58,0.02387731983607416
100,10000,2,0.3,True,20,66,0.023870302899170654
60,10000,2,0.3,True,15,57,0.02387020054704022
70,10000,2,0.15,True,20,62,0.023863197292433226
60,10000,7,0.25,True,25,48,0.023861314001666783
95,10000,5,0.25,True,20,66,0.02386042901841407
70,5000,7,0.25,True,30,43,0.023854061103918456
65,7000,5,0.15,True,25,51,0.023853007496315345
95,5000,7,0.25,True,25,53,0.023852851242855466
75,10000,7,0.25,True,25,52,0.0238509588508746
65,5000,2,0.11,True,30,44,0.023838887384903275
55,10000,5,0.2,True,25,46,0.02383585488459477
75,5000,2,0.3,True,30,45,0.023831595574070673
70,7000,7,0.25,True,25,52,0.023823956844181725
65,7000,2,0.25,True,25,53,0.02381080197005723
65,5000,7,0.11,True,30,41,0.023805877938354626
70,5000,5,0.3,True,30,46,0.02380192186587836
75,10000,2,0.25,True,25,58,0.023785386783289578
55,10000,2,0.11,True,20,48,0.02376760214409509
100,10000,5,0.15,True,20,69,0.02376714633690696
80,10000,2,0.2,True,25,54,0.023731232707714947
90,5000,5,0.25,True,25,50,0.023721783279849248
55,7000,10,0.15,True,30,42,0.023708808882884406
55,5000,10,0.15,True,30,42,0.023708808882884406
55,10000,10,0.15,True,30,42,0.023708808882884406
95,10000,5,0.2,True,20,69,0.023708717785750264
70,5000,2,0.2,True,30,47,0.023696603025935823
65,10000,2,0.3,True,20,56,0.023665181856118378
90,7000,2,0.11,True,25,60,0.023658037475005812
65,10000,7,0.11,True,25,50,0.023633608883240505
60,7000,5,0.25,True,25,48,0.023628047485771055
60,7000,5,0.2,True,20,54,0.023624710051502427
65,10000,2,0.15,True,20,58,0.023624682277896818
55,7000,2,0.11,True,30,42,0.023620984075367064
70,7000,5,0.25,True,25,53,0.023613879564463824
65,5000,7,0.15,True,30,44,0.02361285527224226
80,7000,10,0.25,True,30,48,0.023606909062910207
80,5000,10,0.25,True,30,48,0.023606909062910207
80,10000,10,0.25,True,30,48,0.023606909062910207
60,5000,5,0.11,True,30,41,0.02359298369344658
60,7000,5,0.2,True,25,47,0.023562523316359416
70,7000,5,0.11,True,30,48,0.023553043547009923
65,5000,10,0.2,True,30,46,0.02354430783531907
65,7000,10,0.2,True,30,46,0.02354430783531907
65,10000,10,0.2,True,30,46,0.02354430783531907
95,10000,7,0.25,True,25,56,0.02352595323719548
90,5000,2,0.2,True,25,52,0.023479015266097896
70,7000,7,0.15,True,25,53,0.023477200604403833
95,5000,5,0.2,True,25,51,0.023465166899408106
70,7000,2,0.2,True,25,53,0.023452198369947275
65,7000,2,0.2,True,30,48,0.023452002605849873
80,7000,7,0.3,True,25,57,0.02343947180492053
60,10000,2,0.3,True,20,53,0.023436894071833886
95,10000,2,0.3,True,20,64,0.02341668032220882
70,10000,7,0.2,True,25,52,0.02341028140296387
100,5000,2,0.3,True,25,52,0.0234078723863961
70,5000,7,0.2,True,30,47,0.023403411092794226
80,7000,7,0.2,True,25,56,0.023398194559138743
80,5000,2,0.2,True,30,48,0.023395366416024424
65,7000,7,0.25,True,25,46,0.023393666748512537
80,7000,7,0.15,True,25,61,0.023380072600016316
60,7000,7,0.11,True,30,47,0.023379085030167245
55,7000,2,0.3,True,25,46,0.02337617156279794
70,10000,2,0.11,True,25,55,0.023372627162500145
65,5000,5,0.11,True,30,44,0.023367069991936072
55,10000,7,0.15,True,25,42,0.023340100093195582
80,10000,2,0.3,True,20,58,0.023306736351636645
55,10000,2,0.2,True,15,52,0.023270978030395312
95,5000,5,0.25,True,25,53,0.023257971308976996
60,10000,7,0.3,True,30,46,0.023249219482428876
90,7000,7,0.25,True,25,55,0.02323480546350622
65,5000,5,0.15,True,30,42,0.02321320043365062
100,10000,2,0.25,True,20,64,0.023194536982605075
80,7000,10,0.2,True,25,54,0.02319262548566086
80,5000,10,0.2,True,25,54,0.02319262548566086
80,10000,10,0.2,True,25,54,0.02319262548566086
55,5000,2,0.11,True,30,41,0.023185618140197265
90,7000,5,0.11,True,25,58,0.023177136838877368
90,5000,2,0.3,True,25,47,0.023166965090358642
90,10000,2,0.2,True,20,64,0.023132005903681033
70,7000,2,0.25,True,25,50,0.023124792294182305
70,10000,5,0.2,True,25,56,0.023120936676174503
60,7000,7,0.25,True,30,42,0.023111513855909375
55,10000,7,0.25,True,20,49,0.023109338136238788
100,7000,5,0.11,True,25,56,0.02310215964524375
60,7000,2,0.3,True,30,47,0.023094541772652733
55,10000,2,0.25,True,25,45,0.02308267251851333
60,10000,7,0.2,True,30,48,0.023069854912640873
95,5000,5,0.3,True,25,52,0.023066419749662413
75,7000,2,0.11,True,25,48,0.023061547064086762
70,5000,10,0.11,True,30,47,0.023054184446715545
70,10000,10,0.11,True,30,47,0.023054184446715545
70,7000,10,0.11,True,30,47,0.023054184446715545
70,10000,2,0.25,True,25,54,0.0230410385494698
95,10000,5,0.3,True,20,68,0.023040792087648237
70,10000,5,0.11,True,25,58,0.023031317011527788
60,7000,2,0.15,True,30,44,0.02302212264183881
55,10000,7,0.11,True,25,47,0.023001067509215822
65,10000,7,0.15,True,25,48,0.022996010565982123
75,7000,7,0.2,True,25,52,0.022990932697627985
75,7000,7,0.15,True,25,52,0.022990638653308453
75,5000,10,0.2,True,30,47,0.022962181894655743
75,10000,10,0.2,True,30,47,0.022962181894655743
75,7000,10,0.2,True,30,47,0.022962181894655743
75,5000,7,0.3,True,30,48,0.022944011849461737
70,10000,2,0.3,True,25,55,0.022932247121770895
80,10000,7,0.3,True,25,51,0.02292462114489107
60,7000,2,0.25,True,30,44,0.022924027161794827
55,7000,5,0.25,True,30,44,0.022919197775296243
55,10000,7,0.25,True,25,46,0.022918939548963534
55,7000,7,0.2,True,30,42,0.0229091812627366
55,7000,5,0.15,True,30,44,0.022901825112561537
95,10000,2,0.25,True,20,70,0.022900458058207392
60,10000,2,0.3,True,25,48,0.022885614960658857
55,10000,5,0.25,True,20,50,0.02287044953251843
75,5000,5,0.25,True,30,47,0.022858341963038206
75,10000,10,0.25,True,30,45,0.022852669525744374
75,5000,10,0.25,True,30,45,0.022852669525744374
75,7000,10,0.25,True,30,45,0.022852669525744374
65,7000,7,0.15,True,25,48,0.022838034176062307
90,10000,7,0.25,True,25,55,0.02283620496554899
95,7000,5,0.11,True,25,55,0.022832293914788387
70,5000,2,0.15,True,30,42,0.02282125622199885
95,7000,5,0.25,True,25,54,0.022815409181106052
70,5000,5,0.11,True,30,43,0.022785457971592964
75,10000,7,0.15,True,25,50,0.02278352845718498
70,10000,5,0.15,True,20,60,0.02277493828255261
80,7000,5,0.25,True,25,54,0.022756479735277616
90,7000,5,0.25,True,25,54,0.02275640803803205
60,10000,2,0.11,True,25,49,0.022755828066096315
70,7000,7,0.3,True,30,49,0.022733319820177695
95,5000,2,0.3,True,25,53,0.02270951612254883
80,7000,5,0.3,True,25,56,0.022708991313007895
75,10000,7,0.3,True,25,52,0.022690771657807713
